Scene,Setup,Room
4,0,18,00DD,FFFF,Like-Like,,241,20,-1495,0000,0000,0000
4,0,19,00DD,FFFF,Like-Like,,879,260,-1828,0000,0000,0000
5,0,6,00DD,0003,Like-Like,,-3121,1025,-1483,0000,0000,0000
6,0,12,00DD,FFFF,Like-Like,,1701,194,-1869,0000,0000,0000
6,0,15,00DD,FFFF,Like-Like,,1067,411,-1009,0000,0000,0000
7,0,16,00DD,FFFF,Like-Like,,5637,-1143,2128,0000,C000,0000
8,0,0,00DD,FFFF,Like-Like,,944,0,-710,0000,0000,0000
11,0,10,00DD,FFFF,Like-Like,,-1670,139,-3833,0000,0000,0000
11,0,10,00DD,FFFF,Like-Like,,-1475,139,-3943,0000,0000,0000
11,0,10,00DD,FFFF,Like-Like,,-1495,139,-3695,0000,0000,0000
13,0,12,00DD,FFFF,Like-Like,,1338,150,-3117,0000,EAAB,0000
Total: 11
