Scene,Setup,Room
87,2,0,01C0,0000,Guay,,-2855,-829,5007,0000,A889,0000
87,2,0,01C0,0000,Guay,,-2781,-19,3824,0000,A889,0000
87,2,0,01C0,0000,Guay,,-2085,-1034,6447,0000,C222,0000
87,2,0,01C0,0000,Guay,,1789,-931,8220,0000,B777,0000
92,0,0,01C0,0000,Guay,,2279,805,-1004,0000,EFA5,0000
92,0,0,01C0,0000,Guay,,1025,682,1709,0000,DF4A,0000
92,0,0,01C0,0000,Guay,,1225,818,-184,0000,1777,0000
92,2,0,01C0,0000,Guay,,181,705,1700,0000,24FA,0000
92,2,0,01C0,0000,Guay,,-853,652,353,0000,0889,0000
92,2,0,01C0,0000,Guay,,1535,402,121,0000,382E,0000
92,2,0,01C0,0000,Guay,,2464,475,-485,0000,1F4A,0000
92,2,0,01C0,0000,Guay,,-435,809,-2132,0000,F8E4,0000
99,1,0,01C0,0000,Guay,,-1056,294,962,0000,E4FA,0000
99,1,0,01C0,0000,Guay,,-587,340,1203,0000,F8E4,0000
99,1,0,01C0,0000,Guay,,-727,259,789,0000,EAAB,0000
99,1,0,01C0,0000,Guay,,-1318,438,554,0000,0CCD,0000
99,1,0,01C0,0000,Guay,,-1865,306,687,0000,160B,0000
99,1,0,01C0,0000,Guay,,-70,355,-2055,0000,33E9,0000
99,1,0,01C0,0000,Guay,,-341,327,-1892,0000,3A50,0000
99,1,0,01C0,0000,Guay,,-708,348,-2159,0000,3BBC,0000
99,1,0,01C0,0000,Guay,,-1108,375,-884,0000,505B,0000
99,1,0,01C0,0000,Guay,,-1337,367,-602,0000,527D,0000
99,1,0,01C0,0000,Guay,,1841,359,273,0000,BA50,0000
99,1,0,01C0,0000,Guay,,1752,296,718,0000,AD83,0000
99,1,0,01C0,0000,Guay,,1645,400,1207,0000,56C1,0000
99,1,0,01C0,0000,Guay,,1343,321,1133,0000,56C1,0000
99,1,0,01C0,0000,Guay,,-243,302,1670,0000,C93F,0000
Total: 27
