Scene,Setup,Room
9,0,0,01C7,0000,Icicles,,295,0,2386,0000,0000,0000
9,0,0,01C7,0000,Icicles,,313,3,2446,0000,0000,0000
9,0,0,01C7,0000,Icicles,,400,4,2443,0000,0000,0000
9,0,0,01C7,0001,Icicles,,499,107,2229,0000,0000,0000
9,0,0,01C7,0001,Icicles,,536,124,2071,0000,0000,0000
9,0,1,01C7,0000,Icicles,,-62,1,1642,0000,0000,0000
9,0,1,01C7,0000,Icicles,,-19,2,1676,0000,0000,0000
9,0,1,01C7,0000,Icicles,,36,1,1643,0000,0000,0000
9,0,1,01C7,0001,Icicles,,-18,110,1760,0000,0000,0000
9,0,2,01C7,0000,Icicles,,-308,13,322,0000,0000,0000
9,0,2,01C7,0000,Icicles,,-272,13,348,0000,0000,0000
9,0,2,01C7,0000,Icicles,,-226,12,371,0000,0000,0000
9,0,2,01C7,0000,Icicles,,-187,13,395,0000,0000,0000
9,0,2,01C7,0001,Icicles,,-237,129,472,0000,0000,0000
9,0,3,01C7,0000,Icicles,,-9,0,-175,0000,0000,0000
9,0,3,01C7,0000,Icicles,,22,0,-170,0000,0000,0000
9,0,3,01C7,0000,Icicles,,44,0,-139,0000,0000,0000
9,0,4,01C7,0000,Icicles,,-518,23,-601,0000,0000,0000
9,0,4,01C7,0000,Icicles,,-487,22,-600,0000,0000,0000
9,0,4,01C7,0000,Icicles,,-451,22,-604,0000,0000,0000
9,0,4,01C7,0000,Icicles,,-414,22,-610,0000,0000,0000
9,0,4,01C7,0000,Icicles,,-373,22,-605,0000,0000,0000
9,0,4,01C7,0002,Icicles,,-385,135,-686,0000,0000,0000
9,0,4,01C7,0002,Icicles,,-359,138,-862,0000,0000,0000
9,0,4,01C7,0002,Icicles,,-314,122,-768,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1624,227,431,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1595,248,600,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1587,240,497,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1514,203,307,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1507,226,443,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1367,177,206,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1349,188,270,0000,0000,0000
9,0,6,01C7,0000,Icicles,,-1288,172,184,0000,0000,0000
9,0,6,01C7,0001,Icicles,,-1571,473,422,0000,0000,0000
9,0,6,01C7,0002,Icicles,,-1412,398,246,0000,0000,0000
9,0,6,01C7,0002,Icicles,,-1328,385,215,0000,0000,0000
9,0,6,01C7,0002,Icicles,,-1231,350,170,0000,0000,0000
9,0,8,01C7,0000,Icicles,,951,172,-1217,0000,0000,0000
9,0,8,01C7,0000,Icicles,,1029,172,-1217,0000,0000,0000
9,0,8,01C7,0000,Icicles,,1187,172,-1217,0000,0000,0000
9,0,8,01C7,0002,Icicles,,1063,365,-1300,0000,0000,0000
9,0,8,01C7,0002,Icicles,,1088,351,-1505,0000,0000,0000
9,0,8,01C7,0002,Icicles,,1141,402,-946,0000,0000,0000
9,0,8,01C7,0002,Icicles,,1229,334,-1134,0000,0000,0000
9,0,8,01C7,0002,Icicles,,1264,348,-890,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1159,-71,552,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1191,-71,565,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1223,-71,195,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1227,-71,549,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1257,-71,202,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1267,-71,559,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1297,-71,200,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1317,-71,470,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1321,-71,404,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1336,-71,343,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1341,-71,438,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1348,-71,382,0000,0000,0000
9,0,11,01C7,0000,Icicles,,1361,-71,312,0000,0000,0000
9,0,11,01C7,0001,Icicles,,1187,150,66,0000,0000,0000
9,0,11,01C7,0001,Icicles,,1347,150,110,0000,0000,0000
9,0,11,01C7,0002,Icicles,,1026,150,296,0000,AAAB,0000
9,0,11,01C7,0002,Icicles,,1058,150,369,0000,B1C7,0000
9,0,11,01C7,0002,Icicles,,1092,150,274,0000,C000,0000
9,0,11,01C7,0002,Icicles,,1148,150,347,0000,B8E4,0000
9,0,11,01C7,0002,Icicles,,1252,150,356,0000,B1C7,0000
13,0,2,01C7,0000,Icicles,,1737,-250,-787,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1683,-250,-828,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1783,-250,-833,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1761,-250,-887,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1735,-250,-898,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1706,-250,-884,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1770,-250,-798,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1698,-250,-797,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1787,-250,-871,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1687,-250,-859,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1966,-250,-1089,0000,0000,0000
13,0,2,01C7,0000,Icicles,,2040,-250,-1015,0000,0000,0000
13,0,2,01C7,0000,Icicles,,1980,-250,-590,0000,0000,0000
13,0,2,01C7,0000,Icicles,,2058,-250,-655,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1611,0,-843,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1651,0,-805,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1549,0,-836,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1714,0,-757,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1657,0,-882,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1996,0,-1033,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1821,0,-817,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1995,0,-648,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1811,0,-905,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1761,0,-949,0000,0000,0000
13,0,2,01C7,0002,Icicles,,1769,0,-761,0000,0000,0000
Total: 90
