Scene,Setup,Room
1,0,0,008A,0401,Beamos,,-694,0,-622,0000,4000,0000
1,0,0,008A,0401,Beamos,,696,0,-618,0000,BF4A,0000
1,0,0,008A,0501,Beamos,,-2,0,-1168,0000,0000,0000
6,0,0,008A,0500,Beamos,,1070,0,-290,0000,0000,0000
6,0,8,008A,0501,Beamos,,-1836,897,232,0000,40B6,0000
6,0,8,008A,0501,Beamos,,-1438,897,70,0000,0000,0000
6,0,8,008A,0501,Beamos,,-1276,897,270,0000,8000,0000
6,0,16,008A,0501,Beamos,,712,887,-225,0000,78E4,0000
6,0,17,008A,0A01,Beamos,,1468,843,-288,0000,C000,0000
6,0,23,008A,0401,Beamos,,579,903,33,0000,0000,0000
6,0,23,008A,0401,Beamos,,579,1603,-289,0000,0000,0000
6,0,23,008A,0401,Beamos,,780,903,33,0000,0000,0000
6,0,23,008A,0401,Beamos,,780,1603,-286,0000,0000,0000
7,0,2,008A,0C00,Beamos,,3358,-543,55,0000,C000,0000
7,0,5,008A,0500,Beamos,,3358,-543,55,0000,C000,0000
7,0,9,008A,0501,Beamos,,2110,-1343,3368,0000,0000,0000
8,0,3,008A,0501,Beamos,,1017,0,-1090,0000,0000,0000
11,0,7,008A,0A01,Beamos,,1481,-58,-179,0000,0000,0000
13,0,0,008A,0801,Beamos,,110,210,793,0000,0000,0000
13,0,0,008A,0801,Beamos,,-112,210,793,0000,0000,0000
13,0,6,008A,0801,Beamos,,1529,50,1811,0000,0000,0000
13,0,17,008A,0600,Beamos,,-829,150,589,0000,0000,0000
Total: 22
