Scene,Setup,Room
4,0,2,01AE,21E3,Goron,,-1323,200,853,0000,8000,0000
4,0,4,01AE,11A3,Goron,,2526,2080,27,0000,4000,0000
4,0,5,01AE,0D83,Goron,,2212,2800,1091,0000,8000,0000
4,0,5,01AE,2A23,Goron,,1808,2940,1264,0000,8000,0000
4,0,11,01AE,2E43,Goron,,-1630,2800,-20,0000,C000,0000
4,0,17,01AE,2603,Goron,,-310,0,-318,0000,0000,0000
4,0,20,01AE,0543,Goron,,1879,100,-1883,0000,BF4A,0000
4,0,22,01AE,0963,Goron,,1536,200,2035,0000,8000,0000
4,0,23,01AE,15C3,Goron,,1462,2800,-1817,0000,4000,0000
44,0,0,01AE,FFED,Goron,,54,0,73,0000,AD83,0000
96,0,0,01AE,FFEC,Goron,,-1235,1159,892,0000,0000,0000
96,0,0,01AE,1404,Goron,,-1278,1411,-552,0000,3D28,0000
96,0,0,01AE,FC25,Goron,,-311,1500,-393,0000,ECCD,0000
96,0,0,01AE,FFE6,Goron,,-1602,702,-475,0000,0000,0000
96,2,0,01AE,FFE2,Goron,,820,3090,-3900,0000,A38E,0000
98,0,3,01AE,FFEA,Goron,,-454,116,699,0000,493F,0000
98,0,3,01AE,FFEB,Goron,,237,197,420,0000,9D28,0000
98,0,3,01AE,FFE9,Goron,,84,-3,-314,0000,E38E,0000
98,0,3,01AE,FFE8,Goron,,43,522,224,0000,E889,0000
98,0,3,01AE,FFE7,Goron,,187,600,873,0000,E222,0000
98,0,3,01AE,FC00,Goron,,520,399,565,0000,CD83,0000
98,2,3,01AE,FFEA,Goron,,-454,116,699,0000,493F,0000
98,2,3,01AE,FFEB,Goron,,237,197,420,0000,9D28,0000
98,2,3,01AE,1C01,Goron,,252,397,-408,0000,82D8,000A
98,2,3,01AE,FFE9,Goron,,84,-3,-314,0000,E38E,0000
98,2,3,01AE,FFE8,Goron,,43,522,224,0000,E889,0000
98,2,3,01AE,FFE7,Goron,,187,600,873,0000,E222,0000
98,4,3,01AE,FFE7,Goron,,-246,197,-136,0000,B8E4,0000
98,4,3,01AE,FFE7,Goron,,452,398,106,0000,3777,0000
98,4,3,01AE,FFE7,Goron,,66,600,840,0000,0000,0000
98,4,3,01AE,FFE8,Goron,,255,197,-138,0000,0CCD,0000
98,4,3,01AE,FFE9,Goron,,-62,-3,60,0000,C000,0000
Total: 32
