Scene,Setup,Room
9,4,7,008C,0009,???,,-1194,290,828,0000,0000,0000
66,5,0,008C,0007,???,,-161,52,257,0000,0000,0000
66,5,0,008C,0008,???,,-100,69,257,0000,0000,0000
66,5,0,008C,0009,???,,-54,75,254,0000,0000,0000
66,5,0,008C,000A,???,,-10,81,254,0000,0000,0000
66,5,0,008C,000B,???,,44,78,254,0000,0000,0000
66,5,0,008C,000C,???,,93,91,257,0000,0000,0000
67,0,0,008C,0001,???,,195,40,77,0000,0000,0000
67,0,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,4,0,008C,0001,???,,195,40,77,0000,0000,0000
67,4,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,5,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,6,0,008C,0001,???,,195,40,77,0000,0000,0000
67,6,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,7,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,8,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,9,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,10,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,11,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,12,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,13,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,14,0,008C,000E,???,,-14,939,-652,0000,0000,0000
67,0,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,4,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,5,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,6,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,7,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,8,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,9,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,10,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,11,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,12,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,13,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
67,14,1,008C,000D,Door of Time,,0,0,1080,0000,0000,0000
71,0,0,008C,0000,???,,158,149,315,0000,0000,0000
71,4,0,008C,0000,???,,158,149,315,0000,0000,0000
71,6,0,008C,0000,???,,158,149,315,0000,0000,0000
71,8,0,008C,0000,???,,158,149,315,0000,0000,0000
71,11,0,008C,0000,???,,158,149,315,0000,0000,0000
74,0,0,008C,0000,???,,-862,738,180,0000,0000,0000
81,11,0,008C,0007,???,,2404,-10,2196,0000,0000,0000
86,4,0,008C,0007,???,,9,578,-2613,0000,0000,0000
86,5,0,008C,0007,???,,9,578,-2613,0000,0000,0000
90,5,0,008C,0002,???,,7833,2106,-4252,0000,0000,0000
90,5,0,008C,0003,???,,7548,2003,-4109,0000,0000,0000
90,5,0,008C,0004,???,,7477,2003,-3931,0000,0000,0000
90,5,0,008C,0005,???,,7406,1932,-4074,0000,0000,0000
90,5,0,008C,0006,???,,7406,1932,-4074,0000,0000,0000
92,4,0,008C,000A,???,,12,0,-890,0000,0000,0000
97,4,1,008C,0008,???,,-820,769,1164,0000,0000,0000
97,5,1,008C,0008,???,,-820,769,1164,0000,0000,0000
Total: 51
