Scene,Setup,Room
9,0,7,0048,0008,Sheik?,,-1108,290,660,0000,0000,0000
9,4,7,0048,0002,Sheik?,,-1219,291,777,0000,0000,0000
67,0,0,0048,0009,Sheik?,,0,71,11,0000,0000,0000
67,4,0,0048,0001,Sheik?,,-60,71,6,0000,FC72,0000
67,6,0,0048,0002,Sheik?,,-60,71,6,0000,FC72,0000
67,12,1,0048,0004,Sheik?,,-3,-40,2339,0000,8000,0000
67,13,1,0048,0004,Sheik?,,-3,-40,2339,0000,8000,0000
82,4,0,0048,0005,Sheik?,,-2619,138,1077,0000,0000,0000
82,5,0,0048,0005,Sheik?,,-2619,138,1077,0000,0000,0000
86,2,0,0048,0006,Sheik?,,-184,480,-2640,0000,4000,0000
86,4,0,0048,0000,Sheik?,,8,480,-2381,0000,8000,0000
86,5,0,0048,0000,Sheik?,,8,480,-2381,0000,8000,0000
87,4,0,0048,0003,Sheik?,,-1044,-1243,7650,0000,0000,0000
92,4,0,0048,0000,Sheik?,,15,428,-734,0000,8000,0000
97,2,1,0048,0007,Sheik?,,-340,460,-331,0000,ECCD,0000
97,4,1,0048,0000,Sheik?,,-821,769,1396,0000,0000,0000
97,5,1,0048,0000,Sheik?,,-821,769,1396,0000,0000,0000
Total: 17
