Scene,Setup,Room
7,0,2,0141,0027,Square Signpost,,910,-63,-192,0000,C000,0000
7,0,10,0141,0026,Square Signpost,,1132,-1343,4103,0000,8000,0000
62,0,11,0141,0344,Square Signpost,,3898,0,1228,0000,E2D8,0000
66,0,0,0141,0329,Square Signpost,,59,0,365,0000,C000,0000
82,0,0,0141,0307,Square Signpost,,655,80,525,0000,C000,0000
82,0,0,0141,0308,Square Signpost,,210,400,-1275,0000,F8E4,0000
82,1,0,0141,0307,Square Signpost,,655,80,525,0000,C000,0000
82,1,0,0141,0308,Square Signpost,,210,400,-1275,0000,F8E4,0000
83,0,1,0141,0334,Square Signpost,,-1110,0,430,0000,C000,0000
83,1,1,0141,0334,Square Signpost,,-1110,0,430,0000,C000,0000
83,2,1,0141,0335,Square Signpost,,-1110,0,430,0000,C000,0000
83,3,1,0141,0335,Square Signpost,,-1110,0,430,0000,C000,0000
85,0,0,0141,0320,Square Signpost,,-1432,-66,-426,0000,4000,0000
85,0,0,0141,0337,Square Signpost,,-845,120,1018,0000,8000,0000
85,0,0,0141,0340,Square Signpost,,-784,120,1675,0000,8000,0000
85,0,0,0141,0338,Square Signpost,,-538,120,718,0000,B333,0000
85,0,0,0141,0336,Square Signpost,,-494,120,598,0000,B3E9,0000
85,0,0,0141,031F,Square Signpost,,49,-80,967,0000,8000,0000
85,0,0,0141,0341,Square Signpost,,607,0,-80,0000,305B,0000
85,0,0,0141,0312,Square Signpost,,871,0,311,0000,C71C,0000
85,2,0,0141,0312,Square Signpost,,871,0,311,0000,C71C,0000
85,2,0,0141,031F,Square Signpost,,49,-80,967,0000,8000,0000
85,2,0,0141,0320,Square Signpost,,-1432,-66,-426,0000,4000,0000
85,2,0,0141,0341,Square Signpost,,607,0,-80,0000,305B,0000
85,3,0,0141,0312,Square Signpost,,871,0,311,0000,C71C,0000
85,3,0,0141,031F,Square Signpost,,49,-80,967,0000,8000,0000
85,3,0,0141,0320,Square Signpost,,-1432,-66,-426,0000,4000,0000
85,3,0,0141,0341,Square Signpost,,607,0,-80,0000,305B,0000
85,7,0,0141,0310,Square Signpost,,-423,380,-1354,0000,0000,0000
85,7,0,0141,0310,Square Signpost,,-713,121,262,0000,76C1,0000
85,7,0,0141,0311,Square Signpost,,-809,120,647,0000,349F,0000
85,7,0,0141,0312,Square Signpost,,857,0,282,0000,C71C,0000
85,7,0,0141,031E,Square Signpost,,949,0,-223,0000,E5B0,0000
85,7,0,0141,031F,Square Signpost,,49,-80,967,0000,8000,0000
85,7,0,0141,0320,Square Signpost,,-1432,-66,-426,0000,4000,0000
85,7,0,0141,0336,Square Signpost,,-494,120,598,0000,B3E9,0000
85,7,0,0141,0338,Square Signpost,,-748,120,903,0000,7111,0000
85,7,0,0141,033C,Square Signpost,,-520,0,-476,0000,0000,0000
85,7,0,0141,033D,Square Signpost,,-1008,120,479,0000,5C72,0000
85,7,0,0141,033E,Square Signpost,,1070,0,402,0000,AAAB,0000
85,7,0,0141,033F,Square Signpost,,439,0,564,0000,8000,0000
85,7,0,0141,0341,Square Signpost,,670,0,-158,0000,0000,0000
85,11,0,0141,0310,Square Signpost,,-193,380,-1307,0000,0000,0000
85,11,0,0141,0311,Square Signpost,,-617,0,-349,0000,D777,0000
85,11,0,0141,0311,Square Signpost,,-424,120,534,0000,85B0,0000
85,11,0,0141,0311,Square Signpost,,-977,120,319,0000,31C7,0000
85,11,0,0141,0312,Square Signpost,,1420,0,21,0000,CE39,0000
85,11,0,0141,031E,Square Signpost,,661,0,-101,0000,0000,0000
85,11,0,0141,031F,Square Signpost,,112,-80,780,0000,AAAB,0000
85,11,0,0141,0320,Square Signpost,,-1432,-66,-426,0000,4000,0000
85,0,2,0141,0340,Square Signpost,,-784,120,1675,0000,8000,0000
85,0,2,0141,0345,Square Signpost,,-273,160,2173,0000,6000,0000
87,0,0,0141,0318,Square Signpost,,-2300,-1033,3670,0000,8E39,0000
87,2,0,0141,0318,Square Signpost,,-2300,-1033,3670,0000,8E39,0000
88,0,0,0141,0324,Square Signpost,,720,890,-1345,0000,0000,0000
88,2,0,0141,0324,Square Signpost,,720,890,-1345,0000,0000,0000
88,4,0,0141,0324,Square Signpost,,720,890,-1345,0000,0000,0000
88,4,0,0141,032B,Square Signpost,,230,857,-1440,0000,4000,0000
88,0,1,0141,030E,Square Signpost,,-980,210,-210,0000,D1C7,0000
88,0,1,0141,0333,Square Signpost,,477,60,318,0000,1C72,0000
88,2,1,0141,030E,Square Signpost,,-980,210,-210,0000,D1C7,0000
88,2,1,0141,0333,Square Signpost,,477,60,318,0000,1C72,0000
89,0,0,0141,030F,Square Signpost,,-1900,0,208,0000,C000,0000
89,1,0,0141,030F,Square Signpost,,-1900,0,208,0000,C000,0000
90,0,0,0141,0342,Square Signpost,,359,25,254,0000,4000,0000
90,2,0,0141,0342,Square Signpost,,359,25,254,0000,4000,0000
93,0,0,0141,031A,Square Signpost,,980,654,-480,0000,C000,0000
93,0,0,0141,031B,Square Signpost,,14,333,-1159,0000,C000,0000
93,0,0,0141,031C,Square Signpost,,-1850,9,-3250,0000,4000,0000
93,2,0,0141,031B,Square Signpost,,14,333,-1159,0000,C000,0000
93,2,0,0141,031C,Square Signpost,,-1850,9,-3250,0000,4000,0000
93,3,0,0141,031B,Square Signpost,,14,333,-1159,0000,C000,0000
93,3,0,0141,031C,Square Signpost,,-1850,9,-3250,0000,4000,0000
93,2,1,0141,031A,Square Signpost,,3635,1413,-360,0000,C000,0000
93,3,1,0141,031A,Square Signpost,,3635,1413,-360,0000,C000,0000
93,4,1,0141,031A,Square Signpost,,3635,1413,-360,0000,C000,0000
95,0,0,0141,0304,Square Signpost,,2351,1157,2634,0000,D05B,0000
96,0,0,0141,0309,Square Signpost,,-1260,1409,540,0000,0000,0000
96,0,0,0141,030A,Square Signpost,,-1834,681,-571,0000,0000,0000
96,0,0,0141,030B,Square Signpost,,-299,1209,-1787,0000,0000,0000
96,0,0,0141,0322,Square Signpost,,-1300,1413,-496,0000,3B06,0000
96,2,0,0141,0309,Square Signpost,,-1260,1409,540,0000,0000,0000
96,2,0,0141,030A,Square Signpost,,-1834,681,-571,0000,0000,0000
98,0,3,0141,0325,Square Signpost,,333,398,-684,0000,E38E,0000
Total: 84
