Scene,Setup,Room
81,0,0,001D,FFFF,Peahat,,-4858,-300,-216,0000,0000,0000
81,0,0,001D,FFFF,Peahat,,-993,-402,9938,0000,0000,0000
81,0,0,001D,FFFF,Peahat,,483,-436,11174,0000,0000,0000
81,0,0,001D,FFFF,Peahat,,1411,-447,12262,0000,0000,0000
81,0,0,001D,FFFF,Peahat,,3145,-189,7530,0000,0000,0000
81,0,0,001D,0000,Peahat,,-5445,-195,10195,0000,0000,0000
81,0,0,001D,0000,Peahat,,-1349,-500,13418,0000,0000,0000
81,1,0,001D,FFFF,Peahat,,-4858,-300,-216,0000,0000,0000
81,1,0,001D,FFFF,Peahat,,-993,-402,9938,0000,0000,0000
81,1,0,001D,FFFF,Peahat,,483,-436,11174,0000,0000,0000
81,1,0,001D,FFFF,Peahat,,1411,-447,12262,0000,0000,0000
81,1,0,001D,FFFF,Peahat,,3145,-189,7530,0000,0000,0000
81,1,0,001D,0000,Peahat,,-5445,-195,10195,0000,0000,0000
81,1,0,001D,0000,Peahat,,-1349,-500,13418,0000,0000,0000
Total: 14
