Scene,Setup,Room
87,0,0,00D5,02FF,Lake Hylia Object,,-1057,-1313,5010,0000,0000,0000
87,0,0,00D5,001F,Lake Hylia Object,,-916,-2401,6437,0000,8000,0000
87,0,0,00D5,011F,Lake Hylia Object,,-916,-2176,6371,0000,8000,0000
87,2,0,00D5,001F,Lake Hylia Object,,-916,-2401,6437,0000,8000,0000
87,2,0,00D5,011F,Lake Hylia Object,,-916,-2176,6371,0000,8000,0000
87,2,0,00D5,02FF,Lake Hylia Object,,-1057,-1313,5010,0000,0000,0000
87,2,0,00D5,03FF,Lake Hylia Object,,-916,-1553,3677,0000,0000,0000
87,4,0,00D5,00FF,Lake Hylia Object,,-916,-2201,6437,0000,8000,0000
87,4,0,00D5,01FF,Lake Hylia Object,,-916,-1976,6371,0000,8000,0000
87,4,0,00D5,02FF,Lake Hylia Object,,-1057,-1313,5010,0000,0000,0000
87,5,0,00D5,00FF,Lake Hylia Object,,-916,-2201,6437,0000,8000,0000
87,5,0,00D5,01FF,Lake Hylia Object,,-916,-1976,6371,0000,8000,0000
87,5,0,00D5,02FF,Lake Hylia Object,,-1057,-1313,5010,0000,0000,0000
Total: 13
