Scene,Setup,Room
54,0,0,00CB,FFFF,Ingo,,-35,0,95,0000,78E4,0002
54,0,0,00CB,FFFF,Ingo,,-35,0,95,0000,78E4,0003
54,0,0,00CB,FFFF,Ingo,,-35,0,95,0000,78E4,0004
76,0,2,00CB,FFFF,Ingo,,1568,164,-140,0000,4000,0008
76,0,2,00CB,FFFF,Ingo,,1568,164,-140,0000,4000,0006
99,0,0,00CB,FFFF,Ingo,,670,0,-1976,0000,582E,0001
99,2,0,00CB,FFFF,Ingo,,854,0,-2429,0000,6D83,0007
99,2,0,00CB,0002,Ingo,,-158,0,-1596,0000,5DDE,0005
99,2,0,00CB,0003,Ingo,,-154,0,-1439,0000,1C72,0005
99,2,0,00CB,0004,Ingo,,899,0,-2536,0000,0000,0005
Total: 10
