Scene,Setup,Room
14,0,0,0179,2733,???,,5,0,200,0000,0000,0000
14,0,1,0179,2623,???,,-150,260,9,0000,C000,0038
14,0,2,0179,2513,???,,-74,520,-247,0000,8000,0000
14,0,3,0179,2843,???,,-45,0,-830,0000,0000,0000
14,0,4,0179,2403,???,,210,800,409,0000,5F4A,0000
15,0,0,0179,2903,???,,746,226,-837,0000,C000,0000
15,0,1,0179,2A13,???,,1665,206,-837,0000,C000,0000
26,0,0,0179,2003,???,,-1004,4102,-458,0000,0000,0000
26,0,0,0179,2113,???,,-1003,3544,-594,0000,0000,0000
26,0,0,0179,2223,???,,-774,3103,168,0000,0000,0000
26,0,0,0179,2333,???,,75,2812,-145,0000,0000,0000
Total: 11
