Scene,Setup,Room
14,0,0,00B5,0005,Flying rubble,,-198,180,-15,0000,0000,0000
14,0,0,00B5,0005,Flying rubble,,38,180,44,0000,0000,0000
14,0,0,00B5,0005,Flying rubble,,141,180,-230,0000,0000,0000
14,0,0,00B5,0006,Flying rubble,,-146,0,201,0000,0000,0000
14,0,0,00B5,0006,Flying rubble,,-102,0,-62,0000,0000,0000
14,0,0,00B5,0006,Flying rubble,,16,0,-99,0000,0000,0000
14,0,0,00B5,0006,Flying rubble,,57,0,-119,0000,0000,0000
14,0,0,00B5,0006,Flying rubble,,117,0,170,0000,0000,0000
14,0,0,00B5,0006,Flying rubble,,133,0,-3,0000,0000,0000
14,0,1,00B5,0006,Flying rubble,,-64,260,-21,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,-141,520,108,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,-98,520,-59,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,-38,520,170,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,-18,551,29,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,0,520,58,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,3,520,14,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,17,520,-86,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,29,502,-86,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,91,520,35,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,126,520,-65,0000,0000,0000
14,0,2,00B5,0006,Flying rubble,,300,520,-68,0000,0000,0000
14,0,3,00B5,0005,Flying rubble,,221,160,-984,0000,0000,0000
14,0,3,00B5,0005,Flying rubble,,441,56,-901,0000,0000,0000
14,0,3,00B5,0005,Flying rubble,,699,-3,-576,0000,0000,0000
14,0,3,00B5,0006,Flying rubble,,87,-33,-889,0000,0000,0000
14,0,3,00B5,0006,Flying rubble,,305,-70,-912,0000,0000,0000
14,0,3,00B5,0006,Flying rubble,,486,-120,-768,0000,0000,0000
14,0,3,00B5,0006,Flying rubble,,587,-210,-554,0000,0000,0000
14,0,3,00B5,0006,Flying rubble,,639,-150,-751,0000,0000,0000
14,0,3,00B5,0006,Flying rubble,,663,-220,-426,0000,0000,0000
14,0,4,00B5,0005,Flying rubble,,-360,1160,326,0000,0000,0000
14,0,4,00B5,0005,Flying rubble,,-296,1160,-273,0000,0000,0000
14,0,4,00B5,0005,Flying rubble,,-6,1154,374,0000,0000,0000
14,0,4,00B5,0005,Flying rubble,,187,1480,-332,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,-349,780,-202,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,-329,780,-210,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,-289,780,110,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,-58,0,92,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,-22,770,276,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,272,780,-210,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,376,770,-212,0000,0000,0000
14,0,4,00B5,0006,Flying rubble,,422,790,158,0000,0000,0000
15,0,0,00B5,0006,Flying rubble,,783,226,-908,0000,0000,0000
15,0,0,00B5,0006,Flying rubble,,1070,202,-746,0000,0000,0000
15,0,1,00B5,0005,Flying rubble,,1986,446,-860,0000,0000,0000
15,0,1,00B5,0005,Flying rubble,,2429,576,-866,0000,0000,0000
15,0,1,00B5,0006,Flying rubble,,1777,256,-799,0000,0000,0000
15,0,1,00B5,0006,Flying rubble,,2062,296,-884,0000,0000,0000
15,0,1,00B5,0006,Flying rubble,,2198,386,-784,0000,0000,0000
15,0,1,00B5,0006,Flying rubble,,2495,446,-882,0000,0000,0000
Total: 50
