Scene,Setup,Room
23,0,1,0114,0004,???,,-1235,0,1268,0000,0000,0000
23,0,1,0114,0003,???,,-1235,0,1268,0000,0000,0000
23,0,1,0114,0006,???,,-1235,0,1268,0000,0000,0000
23,0,1,0114,0005,???,,-1235,0,1268,0000,0000,0000
23,0,1,0114,0001,???,,-1240,0,1248,0000,E000,0000
23,0,1,0114,0002,???,,-1213,0,1267,0000,E000,0000
23,0,1,0114,0000,???,,-1256,0,1210,0000,E000,0000
23,4,1,0114,0004,???,,-1235,0,1268,0000,0000,0000
23,4,1,0114,0003,???,,-1235,0,1268,0000,0000,0000
23,4,1,0114,0006,???,,-1235,0,1268,0000,0000,0000
23,4,1,0114,0005,???,,-1235,0,1268,0000,0000,0000
23,4,1,0114,0001,???,,-1240,0,1248,0000,E000,0000
23,4,1,0114,0002,???,,-1213,0,1267,0000,E000,0000
23,4,1,0114,0000,???,,-1256,0,1210,0000,E000,0000
23,5,1,0114,0004,???,,-1235,0,1268,0000,0000,0000
23,5,1,0114,0003,???,,-1235,0,1268,0000,0000,0000
23,5,1,0114,0006,???,,-1235,0,1268,0000,0000,0000
23,5,1,0114,0005,???,,-1235,0,1268,0000,0000,0000
23,5,1,0114,0001,???,,-1240,0,1248,0000,E000,0000
23,5,1,0114,0002,???,,-1213,0,1267,0000,E000,0000
23,5,1,0114,0000,???,,-1256,0,1210,0000,E000,0000
Total: 21
