Scene,Setup,Room
81,2,0,01D2,0011,Bronze Boulder,,-7870,-310,6920,0000,0000,0000
81,2,0,01D2,0012,Bronze Boulder,,-7804,-264,7983,0000,0000,0000
81,2,0,01D2,0014,Bronze Boulder,,-8397,-322,7947,0000,0000,0000
81,2,0,01D2,0015,Bronze Boulder,,-6461,-297,8220,0000,0000,0000
90,2,0,01D2,000B,Bronze Boulder,,-1352,69,767,0000,0000,0000
90,2,0,01D2,0004,Bronze Boulder,,861,81,-778,0000,0000,0000
90,2,0,01D2,0005,Bronze Boulder,,735,5,375,0000,0000,0000
90,2,0,01D2,0006,Bronze Boulder,,-1695,70,-350,0000,0000,0000
90,2,0,01D2,0007,Bronze Boulder,,-1001,52,637,0000,0000,0000
90,2,0,01D2,0009,Bronze Boulder,,-1291,65,787,0000,0000,0000
90,2,0,01D2,000D,Bronze Boulder,,-1416,59,778,0000,0000,0000
90,2,0,01D2,0010,Bronze Boulder,,-1256,55,856,0000,0000,0000
96,2,0,01D2,0009,Bronze Boulder,,-1175,1417,-803,0000,0000,0000
96,2,0,01D2,0014,Bronze Boulder,,-1948,282,1706,0000,0000,0000
96,2,0,01D2,0015,Bronze Boulder,,-2019,336,1101,0000,0000,0000
96,2,0,01D2,0016,Bronze Boulder,,-1658,710,-88,0000,0000,0000
96,2,0,01D2,0017,Bronze Boulder,,-1753,913,445,0000,0000,0000
96,2,0,01D2,0018,Bronze Boulder,,-1018,1089,1283,0000,0000,0000
96,2,0,01D2,0019,Bronze Boulder,,-1986,392,727,0000,0000,0000
96,2,0,01D2,001A,Bronze Boulder,,-23,2082,-3196,0000,0000,0000
96,2,0,01D2,001B,Bronze Boulder,,-343,1926,-2794,0000,0000,0000
96,2,0,01D2,001C,Bronze Boulder,,-154,1827,-2484,0000,0000,0000
96,2,0,01D2,001D,Bronze Boulder,,-1590,693,-402,0000,0000,0000
97,0,1,01D2,00FF,Bronze Boulder,,-1699,722,-472,0000,349F,0000
97,0,1,01D2,00FF,Bronze Boulder,,-1332,829,921,0000,0000,0000
97,0,1,01D2,00FF,Bronze Boulder,,-1303,829,975,0000,0000,0000
97,0,1,01D2,00FF,Bronze Boulder,,-1060,829,944,0000,DC72,0000
97,2,1,01D2,0015,Bronze Boulder,,-1332,829,921,0000,0000,0000
97,2,1,01D2,0016,Bronze Boulder,,-1303,829,975,0000,0000,0000
97,2,1,01D2,0017,Bronze Boulder,,-1699,722,-472,0000,349F,0000
97,2,1,01D2,0018,Bronze Boulder,,-1060,829,944,0000,DC72,0000
98,0,0,01D2,002A,Bronze Boulder,,-1541,570,-631,0000,0000,0000
98,0,0,01D2,002B,Bronze Boulder,,-1536,529,-861,0000,0000,0000
98,0,0,01D2,002C,Bronze Boulder,,-1536,520,-1102,0000,0000,0000
98,0,0,01D2,002F,Bronze Boulder,,-1534,549,-752,0000,0000,0000
98,0,0,01D2,0030,Bronze Boulder,,-1536,520,-991,0000,0000,0000
98,2,0,01D2,002A,Bronze Boulder,,-1541,570,-631,0000,0000,0000
98,2,0,01D2,002B,Bronze Boulder,,-1536,529,-861,0000,0000,0000
98,2,0,01D2,002C,Bronze Boulder,,-1536,520,-1102,0000,0000,0000
98,2,0,01D2,002F,Bronze Boulder,,-1534,549,-752,0000,0000,0000
98,2,0,01D2,0030,Bronze Boulder,,-1536,520,-991,0000,0000,0000
100,0,0,01D2,0003,Bronze Boulder,,2324,1168,533,0000,0000,0000
100,0,0,01D2,0005,Bronze Boulder,,1590,1264,787,0000,0000,0000
100,0,0,01D2,0006,Bronze Boulder,,1661,1269,748,0000,0000,0000
Total: 44
