Scene,Setup,Room
6,0,10,0169,0001,Brick Throne,,-1215,1003,1474,0000,8000,0000
6,0,10,0169,0000,Brick Pillar,,-1820,1003,1354,0000,4000,0000
6,0,10,0169,0000,Brick Pillar,,-1820,1003,1594,0000,4000,0000
6,0,10,0169,0000,Brick Pillar,,-1580,1003,1354,0000,4000,0000
6,0,10,0169,0000,Brick Pillar,,-1580,1003,1594,0000,4000,0000
6,0,10,0169,0000,Brick Pillar,,-1340,1003,1354,0000,4000,0000
6,0,10,0169,0000,Brick Pillar,,-1340,1003,1594,0000,4000,0000
6,0,20,0169,0001,Brick Throne,,1475,1003,1474,0000,0000,0000
6,0,20,0169,0000,Brick Pillar,,1600,1003,1354,0000,C000,0000
6,0,20,0169,0000,Brick Pillar,,1600,1003,1594,0000,C000,0000
6,0,20,0169,0000,Brick Pillar,,1840,1003,1354,0000,C000,0000
6,0,20,0169,0000,Brick Pillar,,1840,1003,1594,0000,C000,0000
6,0,20,0169,0000,Brick Pillar,,2080,1003,1354,0000,C000,0000
6,0,20,0169,0000,Brick Pillar,,2080,1003,1594,0000,C000,0000
23,0,1,0169,0001,Brick Throne,,-1206,-5,1206,0000,A000,0000
23,0,1,0169,0000,Brick Pillar,,-1482,0,1652,0000,DF4A,0000
23,0,1,0169,0000,Brick Pillar,,-1652,0,1482,0000,E0B6,0000
23,0,1,0169,0000,Brick Pillar,,-1340,0,1510,0000,E0B6,0000
23,0,1,0169,0000,Brick Pillar,,-1510,0,1340,0000,DF4A,0000
23,0,1,0169,0000,Brick Pillar,,-1370,0,1031,0000,E0B6,0000
23,0,1,0169,0000,Brick Pillar,,-1031,0,1370,0000,DF4A,0000
23,4,1,0169,0000,Brick Pillar,,-1482,0,1652,0000,DF4A,0000
23,4,1,0169,0000,Brick Pillar,,-1652,0,1482,0000,E0B6,0000
23,4,1,0169,0000,Brick Pillar,,-1340,0,1510,0000,E0B6,0000
23,4,1,0169,0000,Brick Pillar,,-1510,0,1340,0000,DF4A,0000
23,4,1,0169,0000,Brick Pillar,,-1370,0,1031,0000,E0B6,0000
23,4,1,0169,0000,Brick Pillar,,-1031,0,1370,0000,DF4A,0000
23,4,1,0169,0001,Brick Throne,,-1206,-5,1206,0000,A000,0000
23,5,1,0169,0000,Brick Pillar,,-1482,0,1652,0000,DF4A,0000
23,5,1,0169,0000,Brick Pillar,,-1652,0,1482,0000,E0B6,0000
23,5,1,0169,0000,Brick Pillar,,-1340,0,1510,0000,E0B6,0000
23,5,1,0169,0000,Brick Pillar,,-1510,0,1340,0000,DF4A,0000
23,5,1,0169,0000,Brick Pillar,,-1370,0,1031,0000,E0B6,0000
23,5,1,0169,0000,Brick Pillar,,-1031,0,1370,0000,DF4A,0000
23,5,1,0169,0001,Brick Throne,,-1206,-5,1206,0000,A000,0000
23,6,1,0169,0000,Brick Pillar,,-1482,0,1652,0000,DF4A,0000
23,6,1,0169,0000,Brick Pillar,,-1652,0,1482,0000,E0B6,0000
23,6,1,0169,0000,Brick Pillar,,-1340,0,1510,0000,E0B6,0000
23,6,1,0169,0000,Brick Pillar,,-1510,0,1340,0000,DF4A,0000
23,6,1,0169,0000,Brick Pillar,,-1370,0,1031,0000,E0B6,0000
23,6,1,0169,0000,Brick Pillar,,-1031,0,1370,0000,DF4A,0000
23,6,1,0169,0001,Brick Throne,,-1210,0,1210,0000,2000,0000
Total: 42
