Scene,Setup,Room
79,0,0,0174,0000,???,,-280,1086,-220,0000,0000,0000
79,0,0,0174,0001,???,,-280,1086,-220,0000,0000,0000
79,0,0,0174,0002,???,,-280,1086,-220,0000,0000,0000
79,0,0,0174,0005,???,,632,1086,173,0000,2AAB,0000
79,0,0,0174,0006,???,,644,1086,-587,0000,4AAB,0000
79,0,0,0174,0007,???,,114,1086,-1133,0000,6AAB,0000
79,0,0,0174,0017,???,,6,2397,-102,0000,0000,0000
79,0,0,0174,0018,???,,6,1958,-102,0000,0000,0000
79,0,0,0174,0000,???,,-280,1625,-220,0000,0000,0000
79,0,0,0174,0017,???,,-51,2397,-125,0000,0000,0000
79,0,0,0174,0018,???,,-51,1958,-125,0000,0000,0000
79,4,0,0174,0000,???,,-280,1625,-220,0000,0000,0000
79,4,0,0174,0001,???,,-280,1086,-220,0000,0000,0000
79,4,0,0174,0002,???,,-280,1086,-220,0000,0000,0000
79,4,0,0174,0005,???,,632,1086,173,0000,2AAB,0000
79,4,0,0174,0006,???,,644,1086,-587,0000,4AAB,0000
79,4,0,0174,0007,???,,114,1086,-1133,0000,6AAB,0000
79,4,0,0174,0017,???,,-51,2397,-125,0000,0000,0000
79,4,0,0174,0018,???,,-51,1958,-125,0000,0000,0000
Total: 19
