Scene,Setup,Room
76,0,1,0019,000E,Cucco,,725,0,73,0000,33E9,0000
76,0,1,0019,000E,Cucco,,769,0,-97,0000,582E,0000
76,0,1,0019,000E,Cucco,,821,0,41,0000,127D,0000
76,0,1,0019,000E,Cucco,,829,0,117,0000,AB61,0000
76,0,1,0019,000E,Cucco,,831,0,-48,0000,182E,0000
76,0,1,0019,000E,Cucco,,916,0,-84,0000,DF4A,0000
76,0,1,0019,000E,Cucco,,919,0,77,0000,1C72,0000
76,0,1,0019,000E,Cucco,,964,0,27,0000,DBBC,0000
76,0,1,0019,000E,Cucco,,1043,0,86,0000,DE94,0000
76,0,1,0019,000E,Cucco,,1158,108,52,0000,238E,0000
82,0,0,0019,FFFF,Cucco,,-1697,80,870,0000,127D,0000
82,0,0,0019,FFFF,Cucco,,57,320,-673,0000,D6C1,0000
82,0,0,0019,FFFF,Cucco,,796,80,1639,0000,4889,0000
82,0,0,0019,FFFF,Cucco,,1417,465,169,0000,0000,0000
82,0,0,0019,0004,Cucco,,-60,0,-46,0000,0000,0000
82,0,0,0019,0008,Cucco,,-247,80,854,0000,DDDE,0000
82,0,0,0019,0008,Cucco,,1079,80,-47,0000,1F4A,0000
82,2,0,0019,0008,Cucco,,1373,902,631,0000,40B6,0000
82,5,0,0019,FFFF,Cucco,,-546,80,1304,0000,0000,0000
82,5,0,0019,FFFF,Cucco,,57,320,-673,0000,D6C1,0000
82,5,0,0019,FFFF,Cucco,,796,80,1639,0000,4889,0000
82,5,0,0019,FFFF,Cucco,,-549,240,1571,0000,1F4A,0000
82,5,0,0019,FFFF,Cucco,,-1697,80,870,0000,127D,0000
82,7,0,0019,FFFF,Cucco,,-546,80,1304,0000,0000,0000
82,7,0,0019,FFFF,Cucco,,57,320,-673,0000,D6C1,0000
82,7,0,0019,FFFF,Cucco,,796,80,1639,0000,4889,0000
82,7,0,0019,FFFF,Cucco,,-549,240,1571,0000,1F4A,0000
82,7,0,0019,FFFF,Cucco,,-1697,80,870,0000,127D,0000
84,0,0,0019,000B,Cucco,,-1634,100,-131,0000,1DDE,0000
84,0,0,0019,000C,Cucco,,483,570,-240,0000,6666,0000
90,0,0,0019,0008,Cucco,,733,34,-36,0000,0000,0000
99,2,0,0019,FFFF,Cucco,,1180,0,-2338,0000,0000,0000
99,2,0,0019,FFFF,Cucco,,1299,0,-2310,0000,C5B0,0000
99,2,0,0019,FFFF,Cucco,,1272,0,-2200,0000,9555,0000
99,2,0,0019,FFFF,Cucco,,1106,0,-2209,0000,6889,0000
99,2,0,0019,FFFF,Cucco,,1207,0,-2264,0000,ACCD,0000
Total: 36
