Scene,Setup,Room
81,0,0,014E,FF01,Small Rock,,674,-145,8256,0000,0000,0000
81,1,0,014E,FF01,Small Rock,,674,-145,8256,0000,0000,0000
81,2,0,014E,FF01,Small Rock,,674,-145,8256,0000,0000,0000
81,8,0,014E,FF01,Small Rock,,674,-145,8256,0000,0000,0000
81,10,0,014E,FF01,Small Rock,,674,-145,8256,0000,0000,0000
82,0,0,014E,0200,Small Rock,,220,400,-1236,0000,0000,0000
82,0,0,014E,0210,Small Rock,,-664,80,1288,0000,0000,0000
82,1,0,014E,0200,Small Rock,,220,400,-1236,0000,0000,0000
82,1,0,014E,0210,Small Rock,,-664,80,1288,0000,0000,0000
82,2,0,014E,0700,Small Rock,,220,400,-1236,0000,0000,0000
82,2,0,014E,0710,Small Rock,,-664,80,1288,0000,0000,0000
82,2,0,014E,FF01,Small Rock,,1436,400,1361,0000,0000,0000
82,3,0,014E,FF01,Small Rock,,1436,400,1361,0000,0000,0000
82,3,0,014E,0700,Small Rock,,220,400,-1236,0000,0000,0000
82,3,0,014E,0710,Small Rock,,-664,80,1288,0000,0000,0000
83,0,1,014E,0210,Small Rock,,-1193,0,693,0000,0000,0000
83,1,1,014E,0210,Small Rock,,-1193,0,693,0000,0000,0000
83,2,1,014E,0710,Small Rock,,-1193,0,693,0000,0000,0000
83,3,1,014E,0710,Small Rock,,-1193,0,693,0000,0000,0000
84,0,0,014E,0200,Small Rock,,2044,440,-786,0000,0000,0000
84,0,0,014E,0200,Small Rock,,2425,488,-446,0000,0000,0000
84,0,0,014E,0200,Small Rock,,2425,528,-524,0000,0000,0000
84,0,0,014E,0200,Small Rock,,2503,528,-571,0000,0000,0000
84,0,0,014E,0200,Small Rock,,2550,488,-415,0000,0000,0000
84,2,0,014E,0700,Small Rock,,2044,440,-786,0000,0000,0000
84,2,0,014E,0700,Small Rock,,2503,460,-571,0000,0000,0000
84,2,0,014E,0700,Small Rock,,2425,460,-524,0000,0000,0000
84,2,0,014E,0700,Small Rock,,2425,460,-446,0000,0000,0000
84,2,0,014E,0700,Small Rock,,2550,460,-415,0000,0000,0000
85,0,0,014E,0200,Small Rock,,-1361,120,145,0000,0000,0000
85,0,0,014E,0200,Small Rock,,-672,0,-623,0000,0000,0000
85,0,0,014E,0200,Small Rock,,248,0,601,0000,0000,0000
85,0,0,014E,0200,Small Rock,,726,0,961,0000,0000,0000
85,11,0,014E,0700,Small Rock,,-542,126,466,0000,0000,0000
85,11,0,014E,0700,Small Rock,,974,0,513,0000,0000,0000
85,11,0,014E,0700,Small Rock,,950,0,465,0000,0000,0000
85,11,0,014E,0700,Small Rock,,926,0,418,0000,0000,0000
85,11,0,014E,0700,Small Rock,,1048,0,476,0000,0000,0000
85,11,0,014E,0700,Small Rock,,1029,0,430,0000,0000,0000
85,11,0,014E,0700,Small Rock,,1008,0,389,0000,0000,0000
87,0,0,014E,0200,Small Rock,,1222,-1218,3953,0000,0000,0000
87,2,0,014E,0700,Small Rock,,1222,-1218,3953,0000,0000,0000
89,0,0,014E,FF21,Small Rock,,316,50,2634,0000,7BBC,0000
89,1,0,014E,FF21,Small Rock,,316,50,2634,0000,7BBC,0000
89,2,0,014E,FF21,Small Rock,,316,50,2634,0000,7BBC,0000
89,4,0,014E,FF01,Small Rock,,316,60,2634,0000,7BBC,0000
90,0,0,014E,FF01,Small Rock,,280,-555,1470,0000,0000,0000
90,0,0,014E,0200,Small Rock,,2738,-235,297,0000,0000,0000
90,0,0,014E,0200,Small Rock,,2715,-235,316,0000,0000,0000
90,0,0,014E,0200,Small Rock,,1559,-202,-63,0000,0000,0000
90,0,0,014E,0200,Small Rock,,1605,-202,26,0000,0000,0000
90,0,0,014E,0200,Small Rock,,1686,-202,-33,0000,0000,0000
90,0,0,014E,0210,Small Rock,,2699,-226,275,0000,0000,0000
90,2,0,014E,FF01,Small Rock,,280,-555,1470,0000,0000,0000
90,2,0,014E,0700,Small Rock,,1559,-202,-63,0000,0000,0000
90,2,0,014E,0700,Small Rock,,1605,-202,26,0000,0000,0000
90,2,0,014E,0700,Small Rock,,1686,-202,-33,0000,0000,0000
90,2,0,014E,0700,Small Rock,,-666,12,-899,0000,0000,0000
90,2,0,014E,0700,Small Rock,,-526,10,-890,0000,0000,0000
90,2,0,014E,0700,Small Rock,,-607,16,-791,0000,0000,0000
90,2,0,014E,0700,Small Rock,,-458,14,-782,0000,0000,0000
90,2,0,014E,0B00,Small Rock,,2738,-235,297,0000,0000,0000
90,2,0,014E,0B00,Small Rock,,2715,-235,316,0000,0000,0000
90,2,0,014E,0B00,Small Rock,,2699,-226,275,0000,0000,0000
92,0,0,014E,FF01,Small Rock,,61,-32,-1301,0000,0000,0000
92,0,0,014E,0D10,Small Rock,,1537,134,667,0000,0000,0000
92,2,0,014E,FF01,Small Rock,,61,-32,-1301,0000,0000,0000
92,2,0,014E,0710,Small Rock,,1537,134,667,0000,0000,0000
95,0,0,014E,0200,Small Rock,,-216,1089,2977,0000,0000,0000
95,0,0,014E,0200,Small Rock,,-110,1090,3006,0000,0000,0000
95,0,0,014E,0210,Small Rock,,-129,1089,2897,0000,0000,0000
96,0,0,014E,0B00,Small Rock,,-1816,681,-513,0000,0000,0000
96,0,0,014E,0B00,Small Rock,,-1831,681,-614,0000,0000,0000
96,0,0,014E,0B00,Small Rock,,-1857,681,-536,0000,0000,0000
96,0,0,014E,0B00,Small Rock,,-1878,681,-465,0000,0000,0000
96,0,0,014E,0B00,Small Rock,,-1787,681,-550,0000,0000,0000
96,0,0,014E,0210,Small Rock,,-327,3280,-4286,0000,0000,0000
96,2,0,014E,0B00,Small Rock,,-1816,681,-513,0000,0000,0000
96,2,0,014E,0B00,Small Rock,,-1831,681,-614,0000,0000,0000
96,2,0,014E,0B00,Small Rock,,-1857,681,-536,0000,0000,0000
96,2,0,014E,0B00,Small Rock,,-1878,681,-465,0000,0000,0000
96,2,0,014E,0B00,Small Rock,,-1787,681,-550,0000,0000,0000
97,0,1,014E,FF01,Small Rock,,-20,472,-659,0000,B27D,0000
97,0,1,014E,FF01,Small Rock,,38,471,-627,0000,1B06,0000
97,0,1,014E,FF01,Small Rock,,92,469,-610,0000,0000,0000
97,0,1,014E,0A00,Small Rock,,1261,1475,1533,0000,0000,0000
97,0,1,014E,0A00,Small Rock,,1356,1478,1541,0000,0000,0000
