Scene,Setup,Room
0,0,0,0037,0001,Big Skulltula,,-67,1069,255,0000,F555,0000
0,0,0,0037,0001,Big Skulltula,,256,1071,-62,0000,4AAB,0000
0,0,0,0037,0001,Big Skulltula,,-179,1072,-190,0000,A000,0000
0,0,5,0037,0000,Skulltula,,-1360,-806,1079,0000,4000,0000
0,0,7,0037,0000,Skulltula,,-1854,-642,488,0000,8000,0000
0,0,8,0037,0000,Skulltula,,-2684,-735,-712,0000,2000,0000
0,0,10,0037,0000,Skulltula,,-1082,993,268,0000,8000,0000
3,0,1,0037,0000,Skulltula,,120,518,-298,0000,0000,0000
3,0,3,0037,0000,Skulltula,,1287,575,-1436,0000,4000,0000
3,0,5,0037,0000,Skulltula,,-1083,495,-1435,0000,4000,0000
3,0,15,0037,0000,Skulltula,,1832,713,-3002,0000,8000,0000
3,0,15,0037,0000,Skulltula,,2069,713,-2761,0000,8000,0000
3,0,15,0037,0000,Skulltula,,1914,713,-2365,0000,8000,0000
3,0,17,0037,0000,Skulltula,,-348,-760,-1097,0000,6000,0000
7,0,8,0037,0001,Big Skulltula,,4591,-380,59,0000,C0B6,0000
7,0,8,0037,0001,Big Skulltula,,4706,-424,259,0000,4000,0000
7,0,8,0037,0001,Big Skulltula,,4379,-564,257,0000,4000,0000
7,0,8,0037,0001,Big Skulltula,,4262,-600,920,0000,8000,0000
7,0,18,0037,0001,Big Skulltula,,2985,-1011,44,0000,0000,0000
8,0,0,0037,0001,Big Skulltula,,-607,268,-1439,0000,0000,0000
8,0,0,0037,0001,Big Skulltula,,-3,15,600,0000,0000,0000
8,0,0,0037,0001,Big Skulltula,,323,160,-532,0000,8000,0000
8,0,0,0037,0001,Big Skulltula,,598,140,210,0000,C000,0000
13,0,9,0037,0002,Invisible Skulltula,,-1622,-196,-843,0000,4000,0000
62,0,4,0037,0001,Big Skulltula,,3073,190,280,0000,8000,0000
62,0,13,0037,0001,Big Skulltula,,624,343,-372,0000,0000,0000
85,2,0,0037,0001,Big Skulltula,,1836,105,135,0000,C000,0000
89,2,0,0037,0002,Invisible Skulltula,,843,38,2423,0000,E4FA,0000
89,2,0,0037,0002,Invisible Skulltula,,681,-28,2433,0000,E000,0000
89,2,0,0037,0002,Invisible Skulltula,,1147,188,2177,0000,E000,0000
89,2,0,0037,0002,Invisible Skulltula,,927,98,2248,0000,E2D8,0000
89,2,0,0037,0001,Big Skulltula,,1209,1118,1682,0000,0000,0000
Total: 32
