Scene,Setup,Room
1,0,0,0013,0000,Fire Keese,,-222,546,-322,0000,C000,0000
1,0,0,0013,0000,Fire Keese,,541,566,-307,0000,C000,0000
1,0,1,0013,0003,Roosting Keese,,3483,155,-966,4000,4000,0000
1,0,1,0013,0003,Roosting Keese,,3639,154,-906,4000,C000,0000
1,0,5,0013,0000,Fire Keese,,-2123,660,-81,0000,4000,0000
1,0,5,0013,0000,Fire Keese,,-1791,621,-432,0000,2000,0000
1,0,7,0013,0000,Fire Keese,,-226,335,-2988,0000,0000,0000
1,0,7,0013,0000,Fire Keese,,219,332,-2981,0000,0000,0000
1,0,8,0013,0000,Fire Keese,,1310,309,-3535,0000,0000,0000
1,0,8,0013,0000,Fire Keese,,1656,313,-3872,0000,0000,0000
1,0,11,0013,0003,Roosting Keese,,2542,47,632,0000,8000,0000
1,0,11,0013,0003,Roosting Keese,,2556,47,632,0000,8000,0000
1,0,11,0013,0003,Roosting Keese,,2572,47,632,0000,8000,0000
4,0,0,0013,0000,Fire Keese,,-186,404,-42,0000,0000,0000
4,0,0,0013,0000,Fire Keese,,185,362,-17,0000,0000,0000
4,0,1,0013,0000,Fire Keese,,1225,301,28,0000,0000,0000
4,0,1,0013,0000,Fire Keese,,1497,365,-527,0000,0000,0000
4,0,1,0013,0000,Fire Keese,,1598,281,717,0000,0000,0000
4,0,1,0013,0000,Fire Keese,,1857,264,11,0000,0000,0000
4,0,10,0013,0000,Fire Keese,,-1866,3080,-1029,0000,0000,0000
4,0,10,0013,0000,Fire Keese,,-1580,3032,738,0000,0000,0000
4,0,10,0013,0000,Fire Keese,,-862,3096,-341,0000,0000,0000
4,0,13,0013,0000,Fire Keese,,-2198,4801,13,0000,0000,0000
4,0,13,0013,0000,Fire Keese,,-1456,4729,-520,0000,0000,0000
4,0,13,0013,0000,Fire Keese,,-1395,4675,440,0000,0000,0000
4,0,14,0013,0000,Fire Keese,,-2172,4276,-991,0000,0000,0000
4,0,14,0013,0000,Fire Keese,,-2078,4290,-854,0000,0000,0000
4,0,14,0013,0000,Fire Keese,,-1737,4304,-741,0000,0000,0000
4,0,14,0013,0000,Fire Keese,,-1513,4264,-518,0000,0000,0000
4,0,15,0013,0000,Fire Keese,,-50,97,-401,0000,0000,0000
4,0,15,0013,0000,Fire Keese,,-17,159,-734,0000,0000,0000
4,0,15,0013,0000,Fire Keese,,220,138,-448,0000,0000,0000
4,0,21,0013,0003,Roosting Keese,,3279,640,326,0000,8000,0000
4,0,21,0013,0003,Roosting Keese,,3280,640,-321,0000,0000,0000
4,0,21,0013,0003,Roosting Keese,,3335,640,326,0000,8000,0000
4,0,21,0013,0003,Roosting Keese,,3337,640,-320,0000,0000,0000
5,0,0,0013,0003,Roosting Keese,,-1645,249,-74,0000,C000,0000
5,0,0,0013,0003,Roosting Keese,,-1594,312,-298,0000,C000,0000
5,0,5,0013,0003,Roosting Keese,,-1236,877,-247,0000,0000,0000
5,0,5,0013,0003,Roosting Keese,,-1235,878,-108,0000,8000,0000
6,0,1,0013,0003,Roosting Keese,,-1096,122,-557,0000,0000,0000
6,0,1,0013,0003,Roosting Keese,,-1021,122,-557,0000,0000,0000
6,0,1,0013,0000,Fire Keese,,-1156,72,-501,0000,1555,0000
6,0,1,0013,0000,Fire Keese,,-965,72,-501,0000,EAAB,0000
6,0,2,0013,0003,Roosting Keese,,-735,151,-1037,0000,0000,0000
6,0,2,0013,0003,Roosting Keese,,-665,112,-1037,0000,0000,0000
6,0,2,0013,0003,Roosting Keese,,-505,122,-1038,0000,0000,0000
6,0,2,0013,0003,Roosting Keese,,-414,142,-1038,0000,0000,0000
6,0,2,0013,0000,Fire Keese,,-361,93,-1393,0000,0000,0000
7,0,1,0013,0003,Roosting Keese,,-906,138,-1004,0000,0000,0000
7,0,1,0013,0003,Roosting Keese,,-680,143,-1004,0000,0000,0000
7,0,14,0013,0003,Roosting Keese,,1082,-1002,964,0000,199A,0000
7,0,14,0013,0003,Roosting Keese,,1083,-1002,1215,0000,6AAB,0000
7,0,14,0013,0000,Fire Keese,,1890,-971,1322,0000,9D28,0000
7,0,14,0013,0000,Fire Keese,,1894,-997,842,0000,D333,0000
7,0,16,0013,0003,Roosting Keese,,5694,-934,2520,0000,9555,0000
7,0,16,0013,0003,Roosting Keese,,4983,-968,2714,0000,8000,0000
7,0,16,0013,0003,Roosting Keese,,5089,-975,1553,0000,0000,0000
8,0,3,0013,0000,Fire Keese,,904,68,-1213,0000,199A,0000
8,0,3,0013,0000,Fire Keese,,981,130,-1018,0000,360B,0000
8,0,3,0013,0000,Fire Keese,,1104,156,-1161,0000,E16C,0000
8,0,5,0013,0003,Roosting Keese,,247,150,-998,0000,0000,0000
8,0,5,0013,0003,Roosting Keese,,260,57,-1211,0000,1A50,0000
8,0,5,0013,0003,Roosting Keese,,314,110,-1096,0000,0000,0000
8,0,5,0013,0003,Roosting Keese,,393,66,-1078,0000,DBBC,0000
9,0,5,0013,0004,Ice Keese,,-1367,0,-1017,0000,0000,0000
9,0,5,0013,0004,Ice Keese,,-1359,0,-749,0000,FBBC,0000
9,0,5,0013,0004,Ice Keese,,-1208,0,-490,0000,0000,0000
9,0,9,0013,0004,Ice Keese,,429,356,-2385,0000,5555,0000
9,0,9,0013,0004,Ice Keese,,451,340,-2601,0000,0000,0000
9,0,9,0013,0004,Ice Keese,,963,303,-2046,0000,B27D,0000
9,0,11,0013,0003,Roosting Keese,,1099,17,669,0000,76C1,0000
9,0,11,0013,0003,Roosting Keese,,1216,68,672,0000,78E4,0000
9,0,11,0013,0003,Roosting Keese,,1462,-41,412,0000,B82E,0000
10,0,7,0013,0000,Fire Keese,,83,140,572,0000,0000,0000
10,0,7,0013,0000,Fire Keese,,225,140,650,0000,0000,0000
10,0,7,0013,0000,Fire Keese,,365,140,575,0000,0000,0000
10,0,7,0013,0000,Fire Keese,,-352,27,477,0000,0000,0000
10,0,7,0013,0000,Fire Keese,,-519,160,7,0000,0000,0000
10,0,7,0013,0000,Fire Keese,,-532,78,360,0000,0000,0000
10,0,7,0013,0000,Fire Keese,,-173,-37,657,0000,0000,0000
11,0,5,0013,0000,Fire Keese,,1579,117,-2648,0000,5B06,0000
11,0,5,0013,0000,Fire Keese,,1313,123,-2877,0000,ECCD,0000
13,0,9,0013,8003,Roosting Keese,,-1625,-215,-1046,0000,0000,0000
13,0,9,0013,8003,Roosting Keese,,-1776,-215,-691,0000,6000,0000
13,0,9,0013,8003,Roosting Keese,,-1459,-215,-707,0000,A000,0000
65,0,0,0013,0003,Roosting Keese,,22,146,1757,0000,C000,0000
65,0,0,0013,0003,Roosting Keese,,281,81,1496,0000,C000,0000
65,0,0,0013,0003,Roosting Keese,,54,73,1253,0000,0000,0000
65,0,0,0013,0003,Roosting Keese,,-63,27,1256,0000,0000,0000
83,2,1,0013,0003,Roosting Keese,,-563,75,351,0000,C000,0000
83,2,1,0013,0003,Roosting Keese,,-563,75,709,0000,C000,0000
83,2,1,0013,0003,Roosting Keese,,-276,131,-148,0000,0000,0000
83,2,1,0013,0003,Roosting Keese,,-39,133,150,0000,C000,0000
83,2,1,0013,0003,Roosting Keese,,-25,133,-81,0000,4000,0000
83,3,1,0013,0003,Roosting Keese,,-25,133,-81,0000,4000,0000
83,3,1,0013,0003,Roosting Keese,,-39,133,150,0000,C000,0000
83,3,1,0013,0003,Roosting Keese,,-276,131,-148,0000,0000,0000
83,3,1,0013,0003,Roosting Keese,,-563,75,709,0000,C000,0000
83,3,1,0013,0003,Roosting Keese,,-563,75,351,0000,C000,0000
Total: 100
