Scene,Setup,Room
2,4,3,003A,000A,Stinger,,30,-1206,-3032,0000,0000,0000
2,4,3,003A,000A,Stinger,,-18,-1210,-3408,0000,0000,0000
2,0,9,003A,000A,Stinger,,1563,-340,-4828,0000,C000,0000
2,0,9,003A,000A,Stinger,,1567,-340,-4561,0000,4000,0000
2,0,9,003A,000A,Stinger,,1431,-340,-4692,0000,0000,0000
2,0,9,003A,000A,Stinger,,1700,-340,-4692,0000,8000,0000
2,4,9,003A,0000,Stinger,,1544,-340,-4836,0000,E000,0000
2,4,9,003A,0000,Stinger,,1562,-340,-4533,0000,A5B0,0000
2,0,14,003A,000A,Stinger,,1100,-1293,-2521,0000,0000,0000
2,0,14,003A,000A,Stinger,,936,-1283,-2277,0000,0000,0000
2,0,14,003A,000A,Stinger,,1264,-1293,-2281,0000,0000,0000
Total: 11
