Scene,Setup,Room
99,2,0,0140,0000,???,,-302,0,-1504,0000,0000,0000
99,2,0,0140,0000,???,,-142,0,-1504,0000,8000,0000
99,2,0,0140,0001,???,,820,-40,-2420,0000,4000,0000
99,2,0,0140,0003,???,,980,-40,-2420,0000,4000,0000
99,3,0,0140,0000,???,,820,-40,-2420,0000,4000,0000
99,3,0,0140,0000,???,,980,-40,-2420,0000,4000,0000
99,3,0,0140,0000,???,,-302,0,-1504,0000,C000,0000
99,3,0,0140,0000,???,,-142,0,-1504,0000,C000,0000
99,4,0,0140,0000,???,,-302,0,-1504,0000,0000,0000
99,4,0,0140,0000,???,,820,-40,-2420,0000,0000,0000
99,4,0,0140,0000,???,,980,-40,-2420,0000,8000,0000
99,4,0,0140,0000,???,,-142,0,-1504,0000,8000,0000
Total: 12
