Scene,Setup,Room
0,0,0,0125,FF01,Regen Grass,,391,0,-156,0000,DDDE,0000
0,0,0,0125,FF01,Regen Grass,,355,0,-233,0000,DDDE,0000
0,0,0,0125,FF01,Regen Grass,,307,0,-289,0000,DDDE,0000
0,0,0,0125,FF01,Regen Grass,,80,293,-414,0000,0000,0000
0,0,0,0125,FF01,Regen Grass,,142,307,-399,0000,0000,0000
0,0,2,0125,FF01,Regen Grass,,-1229,280,1006,0000,0000,0000
0,0,2,0125,FF01,Regen Grass,,-1280,280,1026,0000,0000,0000
0,0,2,0125,FF01,Regen Grass,,-1005,280,1216,0000,C71C,0000
0,0,2,0125,FF01,Regen Grass,,-1018,280,1263,0000,C71C,0000
0,0,3,0125,FF01,Regen Grass,,48,-880,130,0000,0000,0000
0,0,3,0125,FF01,Regen Grass,,48,-880,187,0000,0000,0000
0,0,4,0125,FF01,Regen Grass,,49,-880,752,0000,0000,0000
0,0,4,0125,FF01,Regen Grass,,79,-880,794,0000,0000,0000
0,0,4,0125,FF01,Regen Grass,,-202,-880,751,0000,0000,0000
0,0,4,0125,FF01,Regen Grass,,-228,-880,792,0000,0000,0000
0,0,5,0125,FF01,Regen Grass,,-1361,-870,840,0000,0000,0000
0,0,5,0125,FF01,Regen Grass,,-1310,-870,840,0000,0000,0000
0,0,6,0125,FF01,Regen Grass,,-1919,-760,820,0000,0000,0000
0,0,6,0125,FF01,Regen Grass,,-1796,-760,821,0000,0000,0000
0,0,7,0125,FF01,Regen Grass,,-2025,-760,-301,0000,0000,0000
0,0,7,0125,FF01,Regen Grass,,-1955,-760,-296,0000,0000,0000
0,0,9,0125,FF01,Regen Grass,,-269,-1880,-643,0000,0000,0000
0,0,9,0125,FF01,Regen Grass,,-273,-1880,-577,0000,0000,0000
0,0,9,0125,FF01,Regen Grass,,-273,-1880,-515,0000,0000,0000
0,0,10,0125,FF01,Regen Grass,,-1516,840,142,0000,7333,0000
0,0,10,0125,FF01,Regen Grass,,-1444,840,169,0000,727D,0000
1,0,0,0125,FF01,Regen Grass,,-760,531,-465,0000,0000,0000
1,0,7,0125,FF01,Regen Grass,,-249,16,-2519,0000,0000,0000
1,0,9,0125,FF01,Regen Grass,,1713,411,-1246,0000,0000,0000
1,0,10,0125,FF01,Regen Grass,,3189,411,-485,0000,0000,0000
1,0,11,0125,FF01,Regen Grass,,2370,0,216,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-956,-720,-1463,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-956,-720,-1377,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-943,-720,-1316,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-918,-720,-1131,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-886,-720,-1263,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-874,-720,-1447,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-872,-720,-1383,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-870,-720,-1021,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-858,-720,-1330,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-619,-720,-627,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-565,-720,-654,0000,0000,0000
8,0,1,0125,FF01,Regen Grass,,-552,-720,-711,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,194,-640,-974,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,480,-640,-681,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,-855,-640,-596,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,-848,-640,-166,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,-444,-640,323,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,-646,-640,108,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,525,-640,-375,0000,0000,0000
17,0,1,0125,FF01,Regen Grass,,545,-640,-75,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,76,20,-190,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,75,20,-310,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,73,20,-428,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,432,0,-548,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,465,0,-548,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,504,0,-546,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,-131,0,225,0000,0000,0000
32,0,0,0125,0200,Regen Grass,,-106,0,277,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,76,20,-190,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,75,20,-310,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,73,20,-428,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,432,0,-548,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,465,0,-548,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,504,0,-546,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,-87,0,205,0000,0000,0000
33,0,0,0125,0200,Regen Grass,,-74,0,233,0000,0000,0000
62,0,0,0125,0200,Regen Grass,,13,-40,-508,0000,0000,0000
62,0,0,0125,0200,Regen Grass,,-3,-39,-454,0000,0000,0000
62,0,0,0125,0210,Regen Grass,,88,-36,-449,0000,0000,0000
62,0,0,0125,0210,Regen Grass,,3,-45,-257,0000,0000,0000
62,0,3,0125,FF00,Regen Grass,,2443,-1,-396,0000,0000,0000
62,0,3,0125,FF00,Regen Grass,,2494,8,-439,0000,0000,0000
62,0,4,0125,FF00,Regen Grass,,3518,-5,-240,0000,0000,0000
62,0,4,0125,0210,Regen Grass,,3419,-4,-255,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,-887,0,467,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,-883,0,582,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,-827,0,465,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,-826,0,585,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,-800,0,521,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,1072,80,1592,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,1103,80,1532,0000,0000,0000
82,0,0,0125,0200,Regen Grass,,1116,80,1581,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,-887,0,467,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,-883,0,582,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,-827,0,465,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,-826,0,585,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,-800,0,521,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,1072,80,1592,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,1103,80,1532,0000,0000,0000
82,1,0,0125,0200,Regen Grass,,1116,80,1581,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,-887,0,467,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,-883,0,582,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,-827,0,465,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,-826,0,585,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,-800,0,521,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,1072,80,1592,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,1103,80,1532,0000,0000,0000
82,2,0,0125,0700,Regen Grass,,1116,80,1581,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,-887,0,467,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,-883,0,582,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,-827,0,465,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,-826,0,585,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,-800,0,521,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,1072,80,1592,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,1103,80,1532,0000,0000,0000
82,3,0,0125,0700,Regen Grass,,1116,80,1581,0000,0000,0000
82,4,0,0125,0700,Regen Grass,,-887,0,467,0000,0000,0000
82,4,0,0125,0700,Regen Grass,,-883,0,582,0000,0000,0000
82,4,0,0125,0700,Regen Grass,,-827,0,465,0000,0000,0000
82,4,0,0125,0700,Regen Grass,,-826,0,585,0000,0000,0000
82,4,0,0125,0700,Regen Grass,,-800,0,521,0000,0000,0000
82,5,0,0125,0700,Regen Grass,,-887,0,467,0000,0000,0000
82,5,0,0125,0700,Regen Grass,,-883,0,582,0000,0000,0000
82,5,0,0125,0700,Regen Grass,,-827,0,465,0000,0000,0000
82,5,0,0125,0700,Regen Grass,,-826,0,585,0000,0000,0000
82,5,0,0125,0700,Regen Grass,,-800,0,521,0000,0000,0000
84,0,0,0125,0210,Regen Grass,,231,460,-1478,0000,0000,0000
84,2,0,0125,FF10,Regen Grass,,233,460,-1464,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-835,120,605,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-823,120,666,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-757,120,708,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-748,120,632,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-671,120,671,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-612,120,737,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-523,120,771,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,-498,120,696,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,385,0,643,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,572,0,603,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,594,0,542,0000,0000,0000
85,0,0,0125,0200,Regen Grass,,678,0,596,0000,0000,0000
85,2,0,0125,0700,Regen Grass,,-867,120,674,0000,0000,0000
85,2,0,0125,0700,Regen Grass,,-842,120,601,0000,0000,0000
